win_rate,total_pnl,total_profit,total_loss,profit_factor,trade_count,market_count,closed_count,address
0.5882352941176471,-2622.3706505253526,425.7783613109539,3048.1490118363067,0.13968423448381576,200,136,17,0x20f55bfa768b437a4d4bbe58827cd25ae61f9495
0.5833333333333334,82232.84943957644,94815.81432661877,12582.96488704233,7.535252238068159,200,75,12,0x43372356634781eea88d61bbdd7824cdce958882
0.5833333333333334,304.86626462814246,505.43552212814245,200.5692575,2.5200049520457664,150,41,12,0x24ce06a955ebcb9d082ab51700526fda57b1af12
0.5714285714285714,3978.655165576837,5405.178319255119,1426.5231536782828,3.7890575454859556,200,79,14,0x5754becbe873d6ba9eefa4eedf214dd254ece515
0.5714285714285714,1772.0719402237264,1817.2883438318618,45.216403608135465,40.19090858223165,200,85,7,0xa45cdb0a5ba4629b5c7860dc3f310978a4dd1d10
0.5714285714285714,227.84177833200476,1013.281522692367,785.4397443603623,1.2900818044515332,190,90,21,0x42fa340061a94072a818e540c3e80d8148d81fc7
0.5714285714285714,163.64772372382296,307.84523232217083,144.19750859834784,2.1348859305166803,85,30,14,0xf5abe3cf1cadf896283ac43f727ca95f38e8cebd
0.5714285714285714,134.52095872708108,183.8767913406271,49.35583261354603,3.7255331660672044,99,72,7,0x496cf4cd50284b82dee1b6bddbad0ddbe3a27220
0.5714285714285714,-32.38590085622413,22.463188119894312,54.849088976118445,0.40954532772048213,200,87,7,0x7c30ee60b7f53f80211ca65df99d48cce53b7673
0.5714285714285714,-52.15097496758,63.52693942722435,115.67791439480435,0.5491708573722146,200,122,7,0xcc792a28d90f3c5d8fe91e48a184913a65031c2a
